btract,lotarea,bldgarea,comarea,resarea,officearea,retailarea,garagearea,strgearea,factryarea,otherarea
1259.0,453751.0,1997373.0,286999.0,1683441.0,900.0,156030.0,107344.0,2155.0,0.0,18534.0
126.01,779691.0,1858022.0,480521.0,1383560.0,33557.0,83949.0,1100.0,0.0,0.0,359585.0
126.02,741660.0,2374157.0,522694.0,1849549.0,63189.0,108954.0,46297.0,5157.0,1900.0,294697.0
1261.0,1060519.0,3671656.0,479244.0,3183931.0,69598.0,158150.0,58260.0,322.0,0.0,192914.0
1263.0,989058.0,3646903.0,869632.0,2777271.0,72201.0,266943.0,104994.0,1500.0,0.0,423994.0
1265.0,1189125.0,3316742.0,346346.0,2970396.0,41622.0,264905.0,11100.0,0.0,0.0,28719.0
1267.0,333844.0,1163820.0,438086.0,653547.0,0.0,6500.0,58094.0,0.0,0.0,373492.0
1269.0,1104673.0,3330205.0,1088172.0,2147048.0,154060.0,258246.0,17844.0,7544.0,4710.0,645768.0
127.0,375583.0,1452647.0,823678.0,620648.0,65192.0,51673.0,0.0,59500.0,0.0,605088.0
1271.0,1216347.0,3844696.0,988440.0,2829319.0,108444.0,349515.0,75371.0,5627.0,0.0,449483.0
1273.0,1479522.0,3825665.0,523908.0,3301754.0,21407.0,78700.0,0.0,0.0,0.0,423801.0
1275.0,2690162.0,1907676.0,90817.0,1813399.0,3848.0,0.0,84674.0,0.0,0.0,2295.0
1277.0,1172083.0,3138563.0,1376852.0,1736416.0,6300.0,60483.0,0.0,0.0,1860.0,1308209.0
1279.0,1220696.0,3904480.0,276289.0,3620320.0,24905.0,113764.0,42343.0,35500.0,0.0,46687.0
128.0,1391734.0,3949374.0,545413.0,3406137.0,21255.0,90766.0,1720.0,97758.0,9576.0,317210.0
1281.0,537312.0,1625445.0,116125.0,1508319.0,5919.0,0.0,6150.0,0.0,0.0,102056.0
1283.0,1135482.0,3243163.0,308087.0,2947075.0,22975.0,74921.0,20000.0,0.0,0.0,190191.0
1285.0,853668.0,2524189.0,452206.0,2071982.0,20265.0,156300.0,0.0,960.0,0.0,274681.0
1287.0,6665944.0,2060064.0,466915.0,1593149.0,18430.0,92673.0,169342.0,38450.0,61884.0,86136.0
129.0,1761095.0,10431715.0,8729133.0,1578112.0,4614556.0,623431.0,275209.0,15863.0,0.0,3186590.0
1291.0,1333325.0,3869786.0,723185.0,3146601.0,23000.0,203594.0,27543.0,0.0,0.0,469048.0
1293.0,1009163.0,2820086.0,389687.0,2430399.0,21188.0,289560.0,61876.0,0.0,0.0,17063.0
1295.0,954636.0,3203685.0,112058.0,3062744.0,22498.0,75913.0,0.0,0.0,0.0,13647.0
1297.0,13007677.0,545718.0,545718.0,0.0,0.0,0.0,3490.0,0.0,0.0,494528.0
1299.0,2721758.1236,2606635.0,1278760.0,1327875.0,119003.0,157555.0,267641.0,47092.0,54733.0,632736.0
130.01,799306.135,3312848.0,940740.0,1956738.0,118851.0,419504.0,21700.0,18496.0,6300.0,342223.0
130.02,486879.0,1624493.0,256861.0,1367631.0,14907.0,148526.0,0.0,31906.0,2544.0,58978.0
1303.0,1093984.0,2427892.0,916282.0,1511159.0,86787.0,100653.0,10050.0,306865.0,0.0,411927.0
1307.0,582686.0,1965114.0,116355.0,1804727.0,32650.0,23888.0,57817.0,0.0,0.0,2000.0
1309.0,2722698.0,3465755.0,686113.0,2752689.0,45083.0,198816.0,105825.0,315000.0,0.0,21389.0
131.0,1352802.0,9514284.0,7613650.0,1512362.0,5647791.0,341891.0,95548.0,124185.0,47028.0,1133521.0
1311.0,5998050.0,38079.0,22854.0,15225.0,0.0,2600.0,200.0,0.0,0.0,20054.0
1317.03,26374933.0,11881795.0,8029427.0,3441135.0,6480686.0,350892.0,295888.0,14275.0,0.0,886686.0
1317.04,988747.0,7776254.0,2179948.0,5305405.0,1453565.0,153334.0,214229.0,5394.0,0.0,268797.0
1319.0,123800.0,123800.0,123800.0,0.0,123800.0,0.0,0.0,0.0,0.0,0.0
132.0,1729285.0,5089850.0,1505207.0,3583771.0,728331.0,531967.0,0.0,2100.0,0.0,241609.0
133.0,1965635.2764,13924425.0,7355284.0,6202387.0,5277053.0,1186163.0,119988.0,333631.0,28600.0,401059.0
134.0,1048710.0,3899602.0,858641.0,3040511.0,19881.0,370630.0,12963.0,5312.0,2116.0,447239.0
136.01,532523.0,2264731.0,691864.0,1449417.0,113563.0,253608.0,306.0,31520.0,0.0,287061.0
136.02,568924.0,2116895.0,596385.0,1274763.0,11597.0,163125.0,29360.0,55627.0,0.0,335476.0
137.0,2748359.5,15380400.0,12194930.0,2670842.0,9534939.0,625892.0,627615.0,802406.0,159663.0,444415.0
138.0,1431361.0,5559085.0,1549912.0,3773411.0,149343.0,594675.0,26855.0,23652.0,2121.0,746508.0
139.0,2083566.0,11567340.0,5157329.0,6327135.0,2392640.0,452122.0,344403.0,188155.0,0.0,1018759.0
140.0,1228696.0625,4831959.0,976704.0,3284294.0,35157.0,348718.0,24075.0,1973.0,0.0,554373.0
141.0,1283309.0,5446581.0,2365518.0,2774443.0,884003.0,1011005.0,81900.0,95373.0,25013.0,260087.0
142.0,555381.0,3684965.0,1236856.0,1577375.0,488327.0,325275.0,10216.0,21300.0,0.0,390358.0
143.0,1037291.0,5301551.0,2862210.0,2284751.0,1801062.0,728464.0,5000.0,89735.0,0.0,236949.0
144.0,3112800.0,8942926.0,574984.0,8367942.0,17570.0,77414.0,480000.0,0.0,0.0,0.0
145.0,657314.0,3691935.0,2407652.0,1038679.0,1304638.0,846132.0,68187.0,139971.0,20994.0,27730.0
147.0,1077383.0,5290451.0,2180404.0,2813270.0,933409.0,904425.0,119153.0,92344.0,16667.0,92514.0
148.0,1211004.0,5329839.0,1685196.0,3277533.0,717668.0,164522.0,76140.0,8167.0,0.0,707068.0
149.0,1470217.0,7583302.0,3360996.0,4159012.0,1563022.0,1405693.0,26700.0,162756.0,0.0,162125.0
15.0,7736692.0,2725731.0,2725731.0,0.0,0.0,0.0,0.0,0.0,0.0,2725731.0
150.0,1092422.0,7263087.0,3698218.0,3320938.0,2408786.0,713960.0,176458.0,274717.0,0.0,123547.0
152.0,1033123.0,7972297.0,5322641.0,2422068.0,3594045.0,977313.0,40305.0,316223.0,70858.0,323897.0
154.0,1209184.0,9837289.0,6351385.0,3441510.0,4393274.0,1320064.0,173195.0,92532.0,0.0,372320.0
155.01,933541.0,4775579.0,1755383.0,865189.0,418110.0,206531.0,121624.0,4025.0,0.0,1005093.0
155.02,682717.0,3863784.0,1939634.0,1888764.0,932422.0,686264.0,66915.0,71709.0,10940.0,171384.0
156.0,1200101.0,11679086.0,8608942.0,2832014.0,6090353.0,483470.0,80554.0,1826412.0,0.0,128153.0
157.0,597368.0,4992733.0,2477793.0,2510702.0,1560615.0,313602.0,134440.0,42099.0,0.0,403762.0
158.0,1163664.0,11053997.0,7634928.0,3239700.0,5509750.0,1235859.0,160711.0,355724.0,5421.0,149631.0
